inspection_id,violation,major_violation,status,violation_text,correction_type_link,violation_accela,link
6395432,"Floors, Walls, and Ceilings",N,Out of Compliance,"Floors, Walls, and Ceilings",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html,"45. Floor, walls and ceilings - built, maintained, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html
7048052,Food Handler Training,N,Out of Compliance - Minor,Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html,1b. Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html
7048052,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
7048052,Vermin,N,Out of Compliance - Minor,Vermin,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html,"23. No rodents, insects, birds or animals",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html
7048052,Food Separated and Protected,N,Out of Compliance,Food Separated and Protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html,27. Food separated and protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html
7048052,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
7048052,"Premises, Vermin-proofing, Personal/Cleaning Items",N,Out of Compliance,"Premises, Vermin-proofing, Personal/Cleaning Items",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html,"44. Premises, personal / cleaning items, vermin-proofing",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html
6826160,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6826160,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6826160,Food Separated and Protected,N,Out of Compliance,Food Separated and Protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html,27. Food separated and protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html
6744304,Holding Temperatures,Y,Out of Compliance - Major,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major07.html
6744304,Proper Cooling,Y,Out of Compliance - Major,Proper Cooling,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major09.html,9. Proper cooling methods,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major09.html
6744304,Food Separated and Protected,N,Out of Compliance,Food Separated and Protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html,27. Food separated and protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html
6744304,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6340649,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6970175,Toilet Facilities,N,Out of Compliance,Toilet Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp43.html,"43. Toilet facilities -properly constructed, supplied, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp43.html
7014398,Handwashing,Y,Out of Compliance - Major,Handwashing,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major05.html,5. Hands clean & properly washed; gloves used properly,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major05.html
7014398,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
7014398,"Premises, Vermin-proofing, Personal/Cleaning Items",N,Out of Compliance,"Premises, Vermin-proofing, Personal/Cleaning Items",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html,"44. Premises, personal / cleaning items, vermin-proofing",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html
6782745,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6782745,Nonfood Contact Surfaces Clean,N,Out of Compliance,Nonfood Contact Surfaces Clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html,33. Nonfood contact surfaces clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html
6390276,Handwashing,Y,Out of Compliance - Major,Handwashing,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major05.html,5. Hands clean & properly washed; gloves used properly,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major05.html
6390276,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6390276,Wiping Cloths,N,Out of Compliance,Wiping Cloths,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html,"40. Wiping cloths -properly used, stored",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html
6536975,Food Safety Certification,N,Out of Compliance - Minor,Food Safety Certification,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html,1a. Food Safety Certification & Exp. Date,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html
6536975,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6536975,Ventilation and Lighting,N,Out of Compliance,Ventilation and Lighting,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp38.html,"38. Adequate ventilation/ Lighting - designated areas, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp38.html
6870339,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6870339,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6870339,Ventilation and Lighting,N,Out of Compliance,Ventilation and Lighting,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp38.html,"38. Adequate ventilation/ Lighting - designated areas, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp38.html
6870339,"Premises, Vermin-proofing, Personal/Cleaning Items",N,Out of Compliance,"Premises, Vermin-proofing, Personal/Cleaning Items",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html,"44. Premises, personal / cleaning items, vermin-proofing",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html
6870339,"Floors, Walls, and Ceilings",N,Out of Compliance,"Floors, Walls, and Ceilings",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html,"45. Floor, walls and ceilings - built, maintained, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html
6585629,Food Handler Training,N,Out of Compliance - Minor,Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html,1b. Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html
6395427,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
6858833,Food Handler Training,N,Out of Compliance - Minor,Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html,1b. Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html
6858833,Wiping Cloths,N,Out of Compliance,Wiping Cloths,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html,"40. Wiping cloths -properly used, stored",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html
6585577,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6354035,Hot and Cold Water,N,Out of Compliance - Minor,Hot and Cold Water,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor21.html,21. Hot & cold water available,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor21.html
6947658,Food Handler Training,N,Out of Compliance - Minor,Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html,1b. Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html
6947658,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6947658,Food Storage,N,Out of Compliance,Food Storage,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp30.html,30. Food storage; food storage containers identified,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp30.html
6947658,Ventilation and Lighting,N,Out of Compliance,Ventilation and Lighting,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp38.html,"38. Adequate ventilation/ Lighting - designated areas, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp38.html
6947658,"Floors, Walls, and Ceilings",N,Out of Compliance,"Floors, Walls, and Ceilings",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html,"45. Floor, walls and ceilings - built, maintained, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html
6704833,Storage of Toxic Substances,N,Out of Compliance,Storage of Toxic Substances,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp29.html,"29. Toxic substances - properly identified, stored, used",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp29.html
6704833,"Premises, Vermin-proofing, Personal/Cleaning Items",N,Out of Compliance,"Premises, Vermin-proofing, Personal/Cleaning Items",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html,"44. Premises, personal / cleaning items, vermin-proofing",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html
6442875,Time as Public Health Control,N,Out of Compliance - Minor,Time as Public Health Control,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor08.html,8. Time as a public health control - procedures & records,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor08.html
6442875,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
6285742,Holding Temperatures,Y,Out of Compliance - Major,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major07.html
7230573,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
7230573,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
7230573,Wiping Cloths,N,Out of Compliance,Wiping Cloths,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html,"40. Wiping cloths -properly used, stored",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html
7230573,"Floors, Walls, and Ceilings",N,Out of Compliance,"Floors, Walls, and Ceilings",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html,"45. Floor, walls and ceilings - built, maintained, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html
6964283,Vermin,N,Out of Compliance - Minor,Vermin,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html,"23. No rodents, insects, birds or animals",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html
7016036,"Food in Good Condition, Safe and Unadulterated",Y,Out of Compliance - Major,"Food in Good Condition, Safe and Unadulterated",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major13.html,"13. Food in good condition, safe & unadulterated",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major13.html
7016036,Hot and Cold Water,N,Out of Compliance - Minor,Hot and Cold Water,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor21.html,21. Hot & cold water available,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor21.html
7016036,Thawing Methods,N,Out of Compliance,Thawing Methods,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp26.html,"26. Approved thawing methods used, frozen food",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp26.html
7016036,Food Separated and Protected,N,Out of Compliance,Food Separated and Protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html,27. Food separated and protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html
7016036,Thermometers,N,Out of Compliance,Thermometers,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp39.html,"39. Thermometers -provided, accurate",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp39.html
6919172,Food Safety Certification,N,Out of Compliance - Minor,Food Safety Certification,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html,1a. Food Safety Certification & Exp. Date,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html
6919172,Food Handler Training,N,Out of Compliance - Minor,Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html,1b. Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html
6919172,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
6919172,Food Storage,N,Out of Compliance,Food Storage,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp30.html,30. Food storage; food storage containers identified,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp30.html
6919172,Warewashing Facilities Maintained,N,Out of Compliance,Warewashing Facilities Maintained,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html,"34. Warewashing facilities -installed, maintained, used; Test strips available",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html
